prompt,target
"Question: What would be happening if you are pretending to be a police officer?
Choices: A) fighting B) misunderstanding C) deception D) play E) distrust
Answer:",C
"Question: Where would you buy a finely crafted writing instrument?
Choices: A) nasa B) classroom C) stationery store D) purse E) office supply store
Answer:",C
"Question: The detective was finding information from witnesses, why would he do that?
Choices: A) fun B) ulcers C) get answers D) happiness E) power
Answer:",C
"Question: Joe found spiders in the place where he keeps his tools.  Where might that be?
Choices: A) cupboard B) toolbox C) closet D) garage E) mail box
Answer:",D
"Question: While on the fan boat he thought he'd see swamps and gators, but he was surprised to spot a bald eagle in what nature area?
Choices: A) everglades B) high places C) natural habitat D) new york E) colorado
Answer:",A
"Question: Where are you likely to find a supermarket?
Choices: A) buy food for family B) city or town C) get supplies D) strip mall E) vermont
Answer:",B
"Question: Where would you need to use a lantern?
Choices: A) grocery store B) antique shop C) house D) dark place E) street
Answer:",D
"Question: What area does a police officer patrol?
Choices: A) direct traffic B) city C) beat D) street E) park
Answer:",C
"Question: Why would a woman kill a stranger she met in a dark alley?
Choices: A) being raped B) get rid of C) they didn't know the passcode D) get revenge E) were evil
Answer:",A
"Question: The baby was cranky, it needed to eat breakfast but refused to what?
Choices: A) buy food B) open mouth C) get out of bed D) cry E) wake up
Answer:",B
"Question: What is made up of people?
Choices: A) buildings B) audience C) apartment D) classroom E) falling down
Answer:",B
"Question: He was afraid he would die from his cold, so he wisely decided to what?
Choices: A) ocean B) write will C) never want D) were shot E) seek help
Answer:",E
"Question: Where would you get a pen if you do not have one?
Choices: A) briefcase B) desk drawer C) friend's house D) pocket E) sidewalk
Answer:",C
"Question: Why would a small dog pant if it's hot outside?
Choices: A) outside B) europe C) heat D) wet E) dog show
Answer:",C
"Question: She asked her little boy why, he replied that he didn't know and it was just what?
Choices: A) case B) reason C) how D) because E) answer
Answer:",D
"Question: Where would you display a picture on a horizontal surface?
Choices: A) microwave B) desktop C) shelf D) art show E) wall
Answer:",C
"Question: What skill is needed for riding a bike?
Choices: A) wheels B) feet C) pedalling D) practice E) good balance
Answer:",E
"Question: He looked at the field of pumps, all slowing churning oil out of the what?
Choices: A) manual B) street C) restaurant D) ground E) service station
Answer:",D
"Question: The department to where vendors deliver goods for sale is called what?
Choices: A) delivered B) take away C) receiving D) pick up E) keep
Answer:",C
"Question: Where is the worst place to be in a ticket office?
Choices: A) at the top B) movie theaters C) train station D) end of line E) opera house
Answer:",D
"Question: Exercise is very good for you, for faster recovery you should always do what afterwards?
Choices: A) stretch B) lower cholesterol C) weigh D) track E) expend energy
Answer:",A
"Question: What happens when you go somewhere and forget something at home?
Choices: A) arriving B) arrive there C) turn around D) go back E) fart
Answer:",D
"Question: Where would you acquire a wind instrument for you own use?
Choices: A) band practice B) concert C) music store D) symphony E) music room
Answer:",C
"Question: Where would a person light alcohol on fire to observe the reaction?
Choices: A) supermarket B) bar C) pub D) restaurants E) chemistry lab
Answer:",E
"Question: If a storey contained a panoramic view, what kind of structure would it be in?
Choices: A) horizontal room B) storey book C) mall D) tall building E) book of stories
Answer:",D
"Question: Where does lettuce arrive by large trucks?
Choices: A) kitchen B) supermarket C) farmer's market D) salad E) refrigerator
Answer:",B
"Question: Why do people who are dying receive social security payments?
Choices: A) rejuvenation B) born again C) no longer exist D) unable to work E) change of color
Answer:",D
"Question: What should I do with a jumping rope?
Choices: A) fatigue B) sweating C) get tired D) tiredness E) hopping
Answer:",E
"Question: What do geese do every fall in fields?
Choices: A) guard house B) fly C) eat D) follow ultralight airplane E) group together
Answer:",E
"Question: I took my seat, the curtains drew back and I enjoyed the what?
Choices: A) airplane B) movie C) auditorium D) theatre E) show
Answer:",E
"Question: What should everyone do who doesn't want to fight anymore?
Choices: A) explicate B) pay tribute to king C) hope for peace D) wear shoes E) do well
Answer:",C
"Question: Where is the ideal location for a post office?
Choices: A) building B) business district C) above ground D) most towns E) center of town
Answer:",E
"Question: Where outside of a city would a squirrel live?
Choices: A) roof B) inside home C) forest D) yard E) park
Answer:",C
"Question: You should watch out for snakes if floating down what African body of water?
Choices: A) wet grass B) western texas C) high grass D) amazon river E) tree
Answer:",D
"Question: At the end of the day as he began to eat he paused and thanked her, it wasn't often she would what?
Choices: A) cook dinner B) did chores C) make food D) stretch out E) get food
Answer:",A
"Question: To what do trees roots cling?
Choices: A) yard B) orchard C) museum D) countryside E) surface of earth
Answer:",E
"Question: What probably has a lot of dust in the back?
Choices: A) closet B) door C) corner D) shelf E) library
Answer:",A
"Question: At the new comic store he found himself making friends, it was nice to meet people with what?
Choices: A) smiling B) smile C) open mind D) common interests E) laughter
Answer:",D
"Question: The student explained he had a clue what neuroepithelium was and got really nervous, he then lost his balance because a what issue?
Choices: A) tastebud B) retina C) inner ear D) nasal cavity E) autistic
Answer:",C
"Question: What could people do that involves talking?
Choices: A) confession B) state park C) sing D) carnival E) opera
Answer:",A
"Question: If you're a child answering questions and an adult is asking them that adult is doing what?
Choices: A) discussion B) explaning C) teaching D) confusion E) correct
Answer:",C
"Question: He has lactose intolerant, but was eating dinner made of cheese, what followed for him?
Choices: A) digestive B) feel better C) sleepiness D) indigestion E) illness
Answer:",D
"Question: The teacher played on the upright piano, she was explaining the song to all the students in the what?
Choices: A) music room B) bathroom C) house D) living room E) music store
Answer:",A
"Question: When you get an F, you fail. If you get A's you are?
Choices: A) passed B) completing C) passed D) passing E) succeeding
Answer:",D
"Question: What is the main purpose of having a bath?
Choices: A) cleanness B) wetness C) exfoliation D) use water E) hygiene
Answer:",A
"Question: The ball was hit over a boundary and struck an audience member.  What kind of game were they playing?
Choices: A) sporting event B) sporting C) basketball D) society E) ranch country
Answer:",A
"Question: What is someone operating a vehicle likely to be accused of after becoming inebriated?
Choices: A) punish B) arrest C) automobile accidents D) drunk driving E) talking nonsense
Answer:",D
"Question: Where would you get jewelry if you do not have any?
Choices: A) vault B) suitcase C) neighbour's house D) department store E) safe deposit box
Answer:",D
"Question: What is a philosopher waiting for to eventually gain through his studies?
Choices: A) job B) boredom C) anxiety D) impatience E) wisdom
Answer:",E
"Question: What do young boys do on the ice in the winter?
Choices: A) ski B) play hockey C) summer D) knit E) warm
Answer:",B
"Question: She loved spending money at the thrift store on knickknacks, this resulted in a lot of what on every shelf in her house?
Choices: A) poverty B) clutter C) getting D) satisfaction E) more happiness
Answer:",B
